type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,2472966,C. Kamdem Kengne and L. C. Fopa and N.  Ibrahim and A.  Termier and M. C. Rousset and T.  Washio,,,,Enhancing the Analysis of Large Multimedia Applications Execution Traces with FrameMiner,595--602,,8,"Data mining, Trace Analysis, Program Comprehension, Software Engineering",10.1109/ICDMW.2012.95,,,,,,,2012,,Proceedings of the 2012 IEEE 12th International Conference on Data Mining Workshops,ICDMW '12,,978-0-7695-4925-5,,IEEE Computer Society,"Washington, DC, USA"
article,3238623,Hironori  Washizaki and Yann-Ga&#235;l  Gu&#233;h&#233;neuc and Foutse  Khomh,,,,ProMeTA: A Taxonomy for Program Metamodels in Program Reverse Engineering,2323--2358,,36,"Program comprehension and analysis, Program metamodels, Reverse engineering, Taxonomy",10.1007/s10664-017-9592-3,Empirical Softw. Engg.,August    2018,23,4,,August,2018,1382-3256,,,,,,Kluwer Academic Publishers,"Norwell, MA, USA"
article,2420419,Abdou  Maiga and Nasir  Ali and Neelesh  Bhattacharya and Aminata  Sabane and Yann-Gael  Gueheneuc and Esma  Aimeur,,,,SMURF: A SVM-based Incremental Anti-pattern Detection Approach,466--475,,10,"Anti-pattern, program comprehension, program maintenance, empirical software engineering",10.1109/WCRE.2012.56,,,,,,,2012,,Proceedings of the 2012 19th Working Conference on Reverse Engineering,WCRE '12,,978-0-7695-4891-3,,IEEE Computer Society,"Washington, DC, USA"
article,2401806,Ahmad  Taherkhani and Ari  Korhonen and Lauri  Malmi,,,,Automatic Recognition of Students' Sorting Algorithm Implementations in a Data Structures and Algorithms Course,83--92,,10,"algorithm recognition, decision tree classifiers, program comprehension, roles of variables",10.1145/2401796.2401806,,,,,,,2012,,Proceedings of the 12th Koli Calling International Conference on Computing Education Research,Koli Calling '12,,978-1-4503-1795-5,"Koli, Finland",ACM,"New York, NY, USA"
article,3275440,Daniel  DeFreez,,,,Mining Error-handling Specifications for Systems Software,983--985,,3,"error handling, program analysis, program comprehension, program embeddings, specification mining",10.1145/3236024.3275440,,,,,,,2018,,Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,ESEC/FSE 2018,,978-1-4503-5573-5,"Lake Buena Vista, FL, USA",ACM,"New York, NY, USA"
article,2351723,Abdou  Maiga and Nasir  Ali and Neelesh  Bhattacharya and Aminata  Saban&#233; and Yann-Ga&#235;l  Gu&#233;h&#233;neuc and Giuliano  Antoniol and Esma  A&#239;meur,,,,Support Vector Machines for Anti-pattern Detection,278--281,,4,"Anti-pattern, empirical software engineering, program comprehension, program maintenance",10.1145/2351676.2351723,,,,,,,2012,,Proceedings of the 27th IEEE/ACM International Conference on Automated Software Engineering,ASE 2012,,978-1-4503-1204-2,"Essen, Germany",ACM,"New York, NY, USA"
article,1248870,Filippo  Ricca and Massimiliano  Di Penta and Marco  Torchiano and Paolo  Tonella and Mariano  Ceccato,,,,The Role of Experience and Ability in Comprehension Tasks Supported by UML Stereotypes,375--384,,10,"UML stereotypes, program comprehension, empirical study, developers' experience",10.1109/ICSE.2007.86,,,,,,,2007,,Proceedings of the 29th International Conference on Software Engineering,ICSE '07,,0-7695-2828-7,,IEEE Computer Society,"Washington, DC, USA"
article,1694613,Shahida  Sulaiman and Sarina  Sulaiman,,,,genDMG: A Generic Graph Representation Layout to Visualize Existing Software Artifacts,789--799,,11,"Software maintenance, graph representations, program comprehension, software visualization",10.1007/978-3-642-05036-7_75,,,,,,,2009,,Proceedings of the 1st International Visual Informatics Conference on Visual Informatics: Bridging Research and Practice,IVIC '09,,978-3-642-05035-0,"Kuala Lumpur, Malaysia",Springer-Verlag,"Berlin, Heidelberg"
article,301896,Norman  Wilde and Christopher  Casey and Joe  Vandeville and Gray  Trio and Dick  Hotz,,,,Reverse Engineering of Software Threads: A Design Recovery Technique for Large Multi-process Systems,11--17,,7,"design recovery, multi-process systems, program comprehension, reverse engineering",10.1016/S0164-1212(98)10018-3,J. Syst. Softw.,Oct. 1998,43,1,,October,1998,0164-1212,,,,,,Elsevier Science Inc.,"New York, NY, USA"
article,1292499,Ronald  Leppan and Charmain  Cilliers and Marinda  Taljaard,,,,Supporting CS1 with a Program Beacon Recognition Tool,66--75,,10,"CS1, introductory programming, program beacons, program comprehension, program plans",10.1145/1292491.1292499,,,,,,,2007,,Proceedings of the 2007 Annual Research Conference of the South African Institute of Computer Scientists and Information Technologists on IT Research in Developing Countries,SAICSIT '07,,978-1-59593-775-9,"Port Elizabeth, South Africa",ACM,"New York, NY, USA"
article,3065689,Michele  Risi and Giuseppe  Scanniello and Genoveffa  Tortora,,,,Using Fold-in and Fold-out in the Architecture Recovery of Software Systems,307--330,,24,"Clustering, Latent semantic indexing, Program comprehension, Software maintenance, Software partitioning",10.1007/s00165-011-0199-y,Form. Asp. Comput.,May       2012,24,3,,May,2012,0934-5043,,,,,,Springer-Verlag,"London, UK, UK"
article,2865976,Eranki L. N. Kiran and Kannan M. Moudgalya,,,,Evaluation of Programming Competency Using Student Error Patterns,34--41,,8,"Programming, Comprehension, Debugging, Spoken-Tutorials, Error Patterns, Mixed-method approach",10.1109/LaTiCE.2015.16,,,,,,,2015,,Proceedings of the 2015 International Conference on Learning and Teaching in Computing and Engineering,LATICE '15,,978-1-4799-9967-5,,IEEE Computer Society,"Washington, DC, USA"
article,2747533,Maurizio  Pighin and Giorgio  Brajnik,,,,A Formative Evaluation of Information Retrieval Techniques Applied to Software Catalogues,131--138,,8,"Information retrieval, Program comprehension, Software catalogue, Software reuse",10.1016/S0164-1212(99)00139-9,J. Syst. Softw.,June 2000,52,2,,June,2000,0164-1212,,,,,,Elsevier Science Inc.,"New York, NY, USA"
article,1049039,Qingshan  Li,,,,Dynamic Model Design Recovery and Architecture Abstraction of Object Oriented Software,284--287,,4,"Architecture Abstraction, Design Recovery, Object Orientation, Program Comprehension, Reverse Engineering",10.1109/CSMR.2005.26,,,,,,,2005,,Proceedings of the Ninth European Conference on Software Maintenance and Reengineering,CSMR '05,,0-7695-2304-8,,IEEE Computer Society,"Washington, DC, USA"
article,1449856,Vineet  Sinha and Elizabeth L. Murnane and Scott W. Kurth and Edy S. Liongosari and Rob  Miller and David  Karger,,,,Understanding Code Architectures via Interactive Exploration and Layout of Layered Diagrams,775--776,,2,"automated software engineering, program comprehension, reverse engineering, software architecture",10.1145/1449814.1449856,,,,,,,2008,,Companion to the 23rd ACM SIGPLAN Conference on Object-oriented Programming Systems Languages and Applications,OOPSLA Companion '08,,978-1-60558-220-7,"Nashville, TN, USA",ACM,"New York, NY, USA"
article,2584593,Domenico  Amalfitano and Anna Rita Fasolino and Armando  Polcaro and Porfirio  Tramontana,,,,The DynaRIA Tool for the Comprehension of Ajax Web Applications by Dynamic Analysis,41--57,,17,"Ajax reverse engineering, Dynamic analysis, Program comprehension, Rich Internet application",10.1007/s11334-013-0207-x,Innov. Syst. Softw. Eng.,March     2014,10,1,,March,2014,1614-5046,,,,,,"Springer-Verlag New York, Inc.","Secaucus, NJ, USA"
article,1094926,Martin  Burger and Karsten  Lehmann and Andreas  Zeller,,,,Automated Debugging in Eclipse,184--185,,2,"debugging, program comprehension, programming environments, testing, version control",10.1145/1094855.1094926,,,,,,,2005,,"Companion to the 20th Annual ACM SIGPLAN Conference on Object-oriented Programming, Systems, Languages, and Applications",OOPSLA '05,,1-59593-193-7,"San Diego, CA, USA",ACM,"New York, NY, USA"
article,3319746,Claudio  Mirolo and Cruz  Izu,,,,An Exploration of Novice Programmers' Comprehension of Conditionals in Imperative and Functional Programming,436--442,,7,"cs1, imperative vs. functional programming, program comprehension, reversibility, solo taxonomy",10.1145/3304221.3319746,,,,,,,2019,,Proceedings of the 2019 ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE '19,,978-1-4503-6895-7,"Aberdeen, Scotland Uk",ACM,"New York, NY, USA"
article,2674546,Andrea  Lucia and Massimiliano  Penta and Rocco  Oliveto and Annibale  Panichella and Sebastiano  Panichella,,,,Labeling Source Code with Information Retrieval Methods: An Empirical Study,1383--1420,,38,"Empirical studies, Information retrieval, Program comprehension, Software artifact labeling",10.1007/s10664-013-9285-5,Empirical Softw. Engg.,October   2014,19,5,,October,2014,1382-3256,,,,,,Kluwer Academic Publishers,"Hingham, MA, USA"
article,2393646,Francisco  Servant and James A. Jones,,,,History Slicing: Assisting Code-evolution Tasks,43:1--43:11,43,11,"mining software repositories, program comprehension, software evolution, software visualization",10.1145/2393596.2393646,,,,,,,2012,,Proceedings of the ACM SIGSOFT 20th International Symposium on the Foundations of Software Engineering,FSE '12,,978-1-4503-1614-9,"Cary, North Carolina",ACM,"New York, NY, USA"
article,3236059,Daniel  DeFreez and Aditya V.  Thakur and Cindy  Rubio-Gonz&#225;lez,,,,Path-based Function Embedding and Its Application to Error-handling Specification Mining,423--433,,11,"error handling, program analysis, program comprehension, program embeddings, specification mining",10.1145/3236024.3236059,,,,,,,2018,,Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,ESEC/FSE 2018,,978-1-4503-5573-5,"Lake Buena Vista, FL, USA",ACM,"New York, NY, USA"
article,3034355,Mat&#250;&#353;  Sul&#237;r and Milan  Nos&#225;&#318; and Jaroslav  Porub&#228;n,,,,Recording Concerns in Source Code Using Annotations,44--65,,22,"Concerns, Empirical studies, Program comprehension, Source code annotations",10.1016/j.cl.2016.07.003,Comput. Lang. Syst. Struct.,November 2016,46,C,,November,2016,1477-8424,,,,,,Elsevier Science Publishers B. V.,"Amsterdam, The Netherlands, The Netherlands"
article,827728,Juergen  Rilling and Hon F. Li and Dhrubajyoti  Goswami,,,,Predicate-Based Dynamic Slicing of Message Passing Programs,133--,,,"Program slicing, message passing, program comprehension, predicate slice, predicate trace",,,,,,,,2002,,Proceedings of the Second IEEE International Workshop on Source Code Analysis and Manipulation,SCAM '02,,0-7695-1793-5,,IEEE Computer Society,"Washington, DC, USA"
article,1524481,David A. McMeekin and Brian R. von Konsky and Elizabeth  Chang and David J. A. Cooper,,,,Evaluating Software Inspection Cognition Levels Using Bloom's Taxonomy,232--239,,8,"Bloom's taxonoomy, reading techniques, code inspections, program comprehension, cognition levels",10.1109/CSEET.2009.15,,,,,,,2009,,Proceedings of the 2009 22Nd Conference on Software Engineering Education and Training,CSEET '09,,978-0-7695-3539-5,,IEEE Computer Society,"Washington, DC, USA"
article,1973704,M. M. Kodabagi and B. S. Anami and G.  Hemanthakumar,,,,A Static Model for Reverse Engineering of Software Threads and Their Interactions,550--555,,6,"program comprehension, program enhancement, program maintenance, reverse engineering",,,,,,,,2006,,Proceedings of the 5th WSEAS International Conference on Applied Computer Science,ACOS'06,,960-8457-43-2,"Hangzhou, China",World Scientific and Engineering Academy and Society (WSEAS),"Stevens Point, Wisconsin, USA"
article,2553342,Izur  Kume and Masahide  Nakamura and Naoya  Nitta and Etsuya  Shibayama,,,,A Feature Model of Framework Applications,511--516,,6,"application frameworks, framework learning, feature model, feature interactions, program comprehension",10.1109/SNPD.2013.14,,,,,,,2013,,"Proceedings of the 2013 14th ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",SNPD '13,,978-0-7695-5005-3,,IEEE Computer Society,"Washington, DC, USA"
